17	也许你们都说得对“死心吧”一开始就是个错误将错就错我不想放弃让自己慢慢地淡忘。。喜欢是一种错误旁人看了。。呵呵是愚蠢花痴心累心寒都只有自己感受到看看。。眼泪流了在一个很深很深很深的内心深处每天微笑待人可对自己失约了面对感情一个人又傻傻的哭泣。(	sadness
18	在电话接通后,老妈第一句话是:还有家啊?换了电话都没说声。。瞬间觉得无地自容。。[黑线]	sadness
19	脑海中那道身影	sadness
20	明明很在乎也会把你推开,因为我知道既然没法拥有,只能早些割裂。哪怕是自欺欺人的假象也让我有些许心安。	sadness
21	4...这都不是偶然的事情,这是他明白这个事实真相,对生死看得很淡薄,知道要认真努力修行,所以死了之后,自己可以作主,自己可以选择到哪一道去。如果在临终时,一慌一乱,你对身体很留恋,对家亲眷属很留恋,那你往往就到三途去了!	fear
22	我关注列表中的人物莫名消失了。	surprise
23	鼻涕止不住地往下流,小鼻子让我弄得红红得,受了很大的伤!这得到什么时候才好啊!可恶的感冒!恁娘!	sadness
24	你去网上找些漂亮可爱的套套呗	like
25	这里的取款机居然全部暂停使用	anger
26	没有美图秀秀的电脑还能叫电脑吗。。。	sadness
27	+每次过年回家买不到票的时候,我就会问快递公司的,你们公司多少钱能把我寄回家啊?	sadness
28	今天把平抛运动的题解决了!啊哈,我感觉哦幸福了...好嘞。晚安我周围的一切[打哈气][打哈气]	happiness
29	,人生最大的幸福就是早起有一碗冬瓜排骨汤的米粉,还有我最喜欢的台湾芗园果仁方块酥,还可以一边看完喜欢的韩剧。幸福啊。。。。[害羞][亲亲]	happiness
30	我我我我我我烦操[抓狂]	anger
31	技校生就这么开放么?据说有直接带回男生宿舍的,,据说有直播的,,	surprise
32	头里面空荡荡的,,,,,,,如果上帝非要小人得志,那么我我只能无奈了	sadness
33	一打开集中考试的考试安排,我震惊了。。。[震惊]	surprise
34	心情总是莫名的不好,,,,[委屈]	anger
35	时而想回到大学生活,因为他们会在我失望难过的时候先打击一番,然后全心全意的安慰我。至少不是现在这般。毕业了,所有的一切都不一样了,当初那些一起逃课一起吃饭一起玩乐的朋友早已各奔东西,而现在的身边总有那么一群无赖让人觉得呕心,甚至呕心到半夜三更在睡梦中都会醒来。	fear
36	越想越多越想越绝望	sadness
37	你不喜欢的我像被世界抛弃了一样只因为不够漂亮不够优秀	sadness
38	幸福就是当相爱的人都变老的时候,还相看两不厌。幸福就是可以一直都在一起,合起来的日子是一生一世,从人间到天堂......	happiness
39	现在很多孩子因为种种原因不得不去网吧,而正规网吧不能进,黑网吧又鱼龙混杂。呼吁教育部门能够专门为学生开设一个健康绿色的网吧,或着在正规网吧为学生建立一个绿色上网地带......	sadness
40	自古庸医多害人!!	anger
41	把聚会当做一次分手!同学们,夏天再聚首!![害羞][害羞]	sadness
42	幸福其实很简单	happiness
43	美餐一天。回家可以陪家人,可以换心情,还可以善待我的胃。	happiness
44	隔壁的隔壁一同学戴着耳塞听歌好high,那个噪音大得我都能识别那曲目,从那英的征服跨越到taylor的歌,把我女神的歌毁了[泪],实在没心情看书了,只好采取无声的抗议,迅速捡本书到前排,等我看完一章回原位置,那位high歌同学跑了,瞬间尴尬...我就纳闷旁边的人都聋了,还是以为我有毛病啊[汗]...	disgust
45	一生之中,无论深爱过几个人,我们爱的都是同一个人,一个很像我,跟我是同类;另一个完全不像我,却弥补了我的缺失。而其实,他们都是我...	sadness
46	谢谢大家一年来对我的关注,虽然你们都不露面、不评论,这显然是我的博内容不够完善。仍然谢谢大家对我的包容,即使我要告诉你们我刚才失恋的事情。希望大家在下年仍然关注我,谢谢!对不起。。。	sadness
47	一回家就生病了,昨晚连饭都没次,晚上8点就睡了,但每隔4小时就醒一次是什么破节奏,头晕,头痛,浑身发软酸痛,我想次饭但是没胃口,掀桌!	happiness
48	无论做什么都要带上自己的好心情	happiness
49	别问我幸福是什么?其实幸福很简单!今天天气温暖,阳光和煦。陪家人一起去逛街吃晚饭。。[熊猫][熊猫][熊猫]	happiness
50	我只是难过你认不出我的背影。2010.6.5那天下午,在场的都知道,我们那么好。	sadness
51	刷了一通微博。。。。。回去背论文。。。苦逼的人生就是答辩之后还要去广图上课	happiness
52	虽然俺只有一任女友,但却喜欢的要死。和她争水果吃,给她买能力内最好的东东,贿赂她吃饭等等她喜欢不喜欢的。虽然相处仅1个月,但相处的点滴依然好温暖。人这一辈子,总要去这么爱一次。小孩子的时光已经结束,微薄是唯一一个尚可吐槽的地方。	happiness
53	幸福就是明天的明天,我依旧在你身边	happiness
54	思念别人是一种温馨,被别人思念是一种幸福,当然好的前提是-彼此思念。否则,单相思是一种哀愁,只被别人思念是一种负担。	sadness
55	愿全天下小三都被识破被抛弃然后被叉叉最后自挂东南枝成功。	happiness
56	人生每个阶段对幸福都有不同的要求,现在就是能和爱的人一起,有钱多吃没钱少吃,目标是尽量让爱人多幸福少烦恼。	happiness
57	我表示大清早被脚抽筋、被老年团电话叫醒很另类[泪][泪]	sadness
58	突然想回家了,离开这里,就当这里的一切不曾存在,更没有什么会让我想起有些事是真的。	sadness
59	我感觉我今天是铁定回不到宁波了高速封道车子往回开了我又被送回杭州了。早上看到下雪还是兴奋之情现在我是无奈到底了!作业怎么办还没完全搞定到杭州了我怎么办!下雪天都开始烦恼了	sadness
60	很单纯🎀🎀	sadness
61	清明这天学校组织老师去爬山踏青,我去了,刚拿到票不到十分钟,老爸电话追来,说要带我去大青山,我选择了和父母在一起,我知道爸爸是有意的,知道我因为丢了手机丢了信息难过,坐在车的后排座上,看着驾驶的老爸,心里阵阵温暖,父与女,无可代替。	happiness
62	人吧有的时候是不能自己以为别人怎么样就是怎样的这样的想法是很自以为是的你不是谁你只是你自己你怎么可能明白其他人是怎么想的怎么可以理所应当地指责谁谁谁是错的怎么会知道被指责的人有时候是很可怜的	sadness
63	每到大半夜才有精神和灵感(?)写论文,果真懒癌末期,嗯的确也离死线没几个小时了	sadness
64	五一放假,可以休息几天了。不知怎的,情绪不高,始终没有开心的感觉。	sadness
65	没有电话,没有担心,只有“我困了”“晚安”和象征着吻的小表情...	sadness
66	没完成复习定下的计划	disgust
67	原来今天是情人节[失望]	happiness
68	今天a7200天拉![礼花][礼花]感谢红姐陪我们走过了这个200天!虽然要分班了。我们没有办法一起走过下一个200天。但亲爱的们...我们一定要	happiness
69	上次告白之后,我们之间气氛看似很正常,但熟悉的人都可以感觉到我们之间诡异气氛。快一年了,我不想这样的!这不是我想要的。	like
70	想唱歌的时候自己起头!!!不要接我唱的!!!	sadness
71	坦白从宽抗拒从严	sadness
72	这是第四次为你流泪,哭过以后泪也干了,以后再也不会了,好自为之吧!	sadness
73	甲方虐我千百遍,我待甲方如初恋。。。[伤心][伤心][伤心]	sadness
74	这人呀高兴就好,何必一天到晚愁苦呢	happiness
75	大半夜的坐在家里的床上玩手机看我妈看pps陪一只猪吃面	happiness
76	跟小朋友回家,我说伞好重喔手都要断了。小朋友好乖巧:那我来打。撑了没一分钟,手抖得跟甲亢病人一样,还给我:还是你打吧?	like
77	-。=真的地震啊在床上赖床真的感觉到闷闷的震动了两下下昂[哈哈][花心]	disgust
78	我始终相信,在这个世界上,有那么一个人,用力的与世俗做抗争,追求内心的安宁和质朴的快乐。	happiness
79	你也很孤单吧?你也很想被人喜欢吧?你也不想有一天这样默默无闻地死去吧?	sadness
80	一直觉得养狗很可怕,但养了就不想放弃。对于养动物,我觉得要么你就不要养,要么你就养到底,负责到底。狗也是有心的,送来送去我都心疼,更别说狗了。小赛文,四个月大,今天却被我送给别人。[草泥马][草泥马][草泥马][草泥马]	sadness
81	今天在食堂吃饭看到一个男的穿条天蓝的裤子饭都喷了出来。。。。。。	sadness
82	我的夜晚是你的白天,当我思念时你正入眠。带的手表是你的时间,回想着你疼爱我的脸。	sadness
83	鸡蛋爆洋葱	happiness
84	我只是郁闷和伤心于我们为什么不能好好玩,为什么一点和气都没有呢?我的自尊心受到了伤害,发生的一幕幕像一把锐利的尖刀割裂了我跳动的心脏。想象和现实终不是一回事别把事情想都那么美好。	sadness
85	今天磕瓜子突然想到楼主小学时候上自习,自己在那默默剥了快一节课的时间,准备下课以后一口气吃掉。结果我们班主任走进来直接就把我藏在课本下面的瓜子抓起来吞了,是吞啊。还hll的来了句,在窗户外看你剥半天了,就等你多剥点呢。。。	happiness
86	我对你说的。	sadness
87	今年吃的太多,想的太少。	sadness
88	稀土部队的粉全是僵尸粉啊![嘘][泪]	anger
89	刷卡一时爽,月底火葬场	happiness
90	画个圈圈诅咒你嫁不出去,你丫的难道不知道图书馆是看书的地方吗?每天来了不是吃就是喝、你吃也就吃吧、喝也就喝吧,你发出那么大的声音给谁听呢!长的就跟个大龄妇女似的,看你也嫁不出去!!!	anger
91	第一次搭车没给够钱!买完东西只剩11块2毛...打车需15元...谢司机不杀之恩!!!!!	happiness
92	特无聊的现在,都不知道干什么好。[偷笑]	disgust
93	我是个自私的人,在伤害你的同时却不想失去你...	sadness
94	有一种伤痛叫做:一朝被蛇咬,十年怕井绳![囧][囧][囧]	sadness
95	现在的小孩拿着土豪金到处乱窜!不是苹果🍎还看不起@[泪][泪]😭😭	sadness
96	好久了。该努力的还是没努力。不该喜欢的还是喜欢。	sadness
97	节制而有秩序的生活,只为讨祂喜悦......谈论上帝只是慕道的必须,却不是现在的必须。现在对我而言更重要的,是回应祂,让祂在我生命中掌权。倾听,接受,交托。。。谢谢主,给我每天每分每秒每地都跟随的力量......	happiness
98	刚刚给妈妈打电话聊天的时候说打电话之前跟老爸聊qq为什么不理我,我妈就说肯定是他在公司上忘了下了,他要是看见你给他聊天还不巴巴的回来跟我炫耀啊[泪][泪][泪]	sadness
99	幸福就是,无论自己长到多少岁,都能抱着妈妈睡觉!	happiness
100	最近要放下《爸爸!我们去哪儿?》《runningman》《两天一夜》《无限挑战》《家有陌生人》《我们结婚了》等等综艺。[泪]没有欢乐了。	sadness
101	【女孩上海复旦验dna自称为孙悟空后人】1月10日消息,一个叫妃妃的女孩微博称她妈妈告诉她是孙悟空后人。起初她死活不信,但当她妈妈拿出了祖上留传下来的物证:灵石和猴毛后,惊呆了!妃妃前往复旦大学人类学研究实验室寻找科学真相,希望dna证明自己是孙n代。	surprise
102	没有了嫉妒心,人生自然会快乐。	happiness
103	傍晚,有个隐性成熟的姑娘下楼买电池,老板问,你多高啦?答,一米七七吧。老板又问,你几岁啦?迟疑了一下答,快十二岁了。周围的人瞬间石化..[黑线][黑线][黑线]	disgust
104	幸福是心里面的东西和很多东西都无关,两个人的灵魂耦合算是最高级的幸福。	happiness
105	今天不是我第一次去健身房但是是我第一次看有人穿短裙在运动呵呵呵[挖鼻屎]	anger
106	是我太执着,抛弃了当下用了大段的时间去思念才发现我爱的只不过是过往的你。是我过于愚蠢,明明已经失去还妄想在回忆里寻找一丝温馨。是我太过安静,以为默默的关怀能一点一滴感动你的心却得到越来越多的不理解。	sadness
107	想念是会呼吸的痛,毕业过后恐怕会很痛~[泪][泪][泪]	sadness
108	没看路,一支圆珠笔插进脚......整个脚掌都麻了......	sadness
109	[1/2]真的想说对不起,一次一次的伤害你,其实我想说,在我心里只有你的位置,对于他,早已是陈年旧事了,或许你敏感我和他的交流,对不起,不是故意要刺激你的,我宁可伤害的是他,也不想伤害你,我不求你的原谅,只希望你别因为我伤害自己,因为我是一个从没给过你信任的人,我什么也不算,	sadness
110	皮皮埃斯大半夜的突然就他妈的发疯了声音不是一般的诡异在发现其他播放器正常以后背后一股凉风又适时的冒出来强迫症我要不要重启。	anger
111	[1/3]喜欢你这种性格,喜欢你不喜欢女生写的情书就直接扔进瓶子里,喜欢你很坦然的面对我,说明天会给我讲都写了什么,真的现在越来越喜欢你,上上课总是想回头看看你,老师批评后面的人,总是趁机瞟你几眼。吃饭时,眼睛总是追着你,因为你打这个饭,我就排在你后面,为了和你说句话,看我。今	like
112	我媳妇跟人跑了	anger
113	当伤痛出现血液流出没有了一点多馀的力气只想一个人平静的过	sadness
114	我能说我每次考试都来大姨妈吗?姨妈你好我与你“非亲非故”干吗对我这么好==	sadness
115	人艺剧场里秉息静气的泪水,婆罗多舞响彻整晚的脚铃,白洋淀摘回来自做的清香四溢的荷叶茶,贝加尔湖上的清风,湖对岸的层层的雪山,雪夜里热闹喧嚣歌舞的俄罗斯婚礼,三年后又一次见到的宋代侍女塑像,读到有启发的好书,读完专业原版文章,和最杰出的业内顶尖人士对话	happiness
116	跟哔哩哔哩看个犬夜叉咋就这么难==刷了小二十回了就我一观众你卡毛卡啊抱歉你大爷啊	disgust
117	最近好痛苦作业太多了老师又要赶进度人生都感觉灰暗了不过我一定要奋斗加油啊苗苗你一定能行	like
118	傻逼笑了因为看到了她傻逼笑了因为看到了她脸上的笑容傻逼笑了因为想着她傻逼笑了......但是傻逼的笑被嫌弃了你猜傻逼还会笑吗	happiness
119	一个保险公司的经理在讲人口老龄化:「宜家d香港人寿命越来越长啦,男女平均寿命有82,以前都冇呢个烦恼的,家阵退休,还有廿几三十年要过。为左解决呢个问题,所以就推出养老保险。。」如果真的有人嫌命长,那他就是做保险的。	happiness
120	我已经处于绝望的边缘,杀了我吧!我不想考试了![伤心]	sadness
121	你说。我们会生活在一起么。看了一个故事。突然觉得害怕。是不是大多时候。拥有的结果就是失去。我们在生活之中。却在意料之外。秋天的天气就像心电图。起起伏伏。	sadness
122	放眼望去..................全世界都在秀恩爱......	sadness
123	我们曾如此渴望命运的波澜,到最后才发现,人生最曼妙的风景,竟是内心的淡定与从容......	like
124	冬天到了,我们的教室装上了电风扇......	anger
125	恐惧感啊。。。[生病]	fear
126	为什么友情一旦遇上了利益,就会变了质?不再纯粹,不再真挚,不再真诚...[悲伤][悲伤][悲伤]	sadness
127	[moc装酷]现在的我觉得平平淡淡的过每一天就是幸福	happiness
128	我讨厌黑粉。	disgust
129	我要学好英语,努力学好英语。	like
130	最近每天晚上都要吃零食。在天猫选了鱿鱼丝啊板栗仁啊腰果琥珀核桃仁什么的正待付款。刚刚下床顺便去称了下体重,果断取消了订单[拜拜][泪]	sadness
131	实话说,每次卖“名人”信札手迹的时候,总是要百度该人的简历,但是有些简历实在是不好意思贴上,因为怕人人家认为我认同他的自吹自擂。还有一个就是职称,也不说明问题,但是为了卖钱,有时候都漠视了。只好把我认为好的多说几句了。	disgust
132	都有故事之人!初爱初情!好吧!	like
133	有皮肤病了吗	anger
134	青峰说:幸福,就是不因为过于追求幸福,而不幸福。我相信我是幸福的,因为我珍惜现在所拥有的一切。所以,请相信我,真的很爱你们。	happiness
135	开始筹备创业的事情,愿上帝带领我,让我能在工作中去荣耀他的名。	like
136	外面天气很差我很累很想把思念带到你身边	sadness
137	幸福就是当你拖着疲惫的身子回家的时候,有人特意跑来做好饭菜在等你回来吃饭。	happiness
138	同病房的姑娘叫我阿姨,叫我哥呢,大哥,啥意思啊你。。。有这么老么我[群体围观]	sadness
139	嘻嘻尿床了,哇啦哇啦哭了半天,最后说尿了一个苹果。。。。好吧,尿成苹果形了,只是干嘛尿在为娘我睡觉的地方呢!	happiness
140	记住。	like
141	下午五点百无聊赖无所事事我跟朋友说“这要在国内、咱就去按脚了”朋友说“对,找小伙子”	disgust
142	幸福,是偎依在妈妈温暖怀抱里的温馨;幸福,是依靠在恋人宽阔肩膀上的甜蜜;幸福,就是注视父母沧桑面庞的敬意;幸福,就是一家人在一起吃一个团圆饭;幸福就是人生,人生就是幸福。	happiness
143	越来越无聊	disgust
144	我就是愿意和前任分手了当做陌生人从来没认识过那样不要再联系留言关注我啊你妹!像吃进了鼻涕	sadness
145	刚开始撸,显卡就坏了!!!我的爬坑生涯啊!!!今天刚买的阿狸,还指望他能带来刺激的屠杀......哎!离国庆还远着呢!难道要回到地下刷怪??[委屈][可怜][黑线][伤心]	anger
146	小时代2,一天排片接近250场;一场风花雪月的事66场。。。。。。	anger
147	我醒了,我明白了!想想以往,在这个繁琐的生活中又多了一处警惕,却少了一份天真,给这个蔚蓝的天空又增添了一丝瘴气,看清了一个人,认清了一个人,等于看到了现在的社会,原来这一切都是伪装的,“披着羊皮的狼”——当初我就应该“斩立决”!	anger
148	就是这种瞻前顾后,凡事都有planb的死尿性,让我做起事来都不痛快。作死[怒骂][怒骂]据说这是种缺乏安全感的病症,快给我钱,让我减轻点症状[哼][哼]	sadness
149	思念就是走在路上,总想抬头就能看到你,走过每一个路口,转过每一个弯,总想着你刚好迎面走来。	sadness
150	睡不着。亲,来个电话。[酷][酷][酷][哈哈][爱你]	sadness
151	我们家是怎么了?这两年爷爷奶奶去世,小姑姑离婚,表姐待离婚[悲伤][泪]	sadness
152	啊,伤不起!处处都要你!所以我只能忍声吞气![顶]	sadness
153	拿袋子去打包袋子破了!回宿舍拿碗装碗不够粉大!我[....]	sadness
154	我在去我想去的地方,在循环我最爱听的歌,在想我每天想念的人。我闭上眼睛之前在微笑,我醒来的那一刻依然嘴角上扬。这种奇妙的感觉是不是就叫	happiness
155	快乐是一种美德,它不但表现自己对世界的欣赏与赞美,也给周围的人带来温暖和轻快。	happiness
156	也许一句简单的对不起已经无法去弥补对你的伤害,也许真的不可以,我不是好人,你对我的爱太深,我们只是两天两次见面的朋友,你可以用生命来威胁我,我真的不爽,不过,希望你好好的	sadness
157	如果你明天出现在我面前也许我不会有丝毫质疑[月亮]	sadness
158	我们村刚又停电了!	anger
159	[呵呵][嘻嘻][哈哈][爱你][晕][泪][馋嘴][抓狂][可爱][可爱][怒][汗][害羞][睡觉][钱][偷笑][酷][衰][闭嘴][鄙视][挖鼻屎][花心][鼓掌][悲伤][思考][生病][亲亲][怒骂][太开心][懒得理你][右哼哼][左哼哼][嘘][委屈][吐][打哈气][做鬼脸][失望][顶][书呆子][困][感冒][拜拜][黑线][阴险][愤怒]	disgust
160	感觉自己总是不招人待见	sadness
161	相信我能是你的~快乐有的时候竟然辣的像一记耳光~你是抓紧我往前去张望~往我内心夹岸群花盛放~我被你写在你的眼睛眨呀!~	like
162	“我请你吃饭吧””我请你看电影吧“”我请你上网吧“	happiness
163	未来三年👉好好读书做个好女孩乖女儿😄	happiness
164	我知道我错了,我不该那样对你,对不起我最亲爱......我以后会好好的照顾你不让你受苦受欺负。	sadness
165	当一个习惯了戴眼镜当他摘下它时习惯得连沙子吹进眼睛也会觉得只是睫毛间的碰触	sadness
166	[可怜]同事意图邀请我去刷火锅,可是他想刷的是重川麻辣火锅......	anger
167	不知何时开始,我喜欢在雨夜听着夜雨滴滴答答的声音,想事情中入睡。	sadness
168	【真不知道领导怎么想的】领导拼命转发对手同行,替对手传播。自己团队的优秀作品,领导死也不转发。为什么啊?对手给你发工资了还是你们有背后的利益瓜葛?鬼才知道!	anger
169	每次都给我突如其来的惊喜有你这个姊妹真幸福这是201314收到最好的礼物谢谢你我爱你[心]	happiness
170	由于文字没有语气,我只能告诉你,最后一句“晚安”我是用中指打的。	anger
171	胃疼还恶心、吐得乱七八糟的...我自己都嫌弃我自己了...	disgust
172	暴食、胃痛	disgust
173	就算以后每天做试卷做到吐,我也一定会吐完吐完再接着做!!!!	like
174	开着车,当路人甲乙丁投来奇异的眼光时,我总是希望能来快点,不然太太太......了	disgust
175	我的越野车,盼了这么久,总算是提到车了。	happiness
176	想念上海了,或许是想念年轻有着美好梦想的我们!曾经你说你会飞得更高,可是无论飞得多高,我们都生活在平凡琐碎里!	sadness
177	晚上布丁奶奶盯着我看了会,然后斩钉截铁的说了句:“难怪别人说'一白遮三丑',确实是这样!”开始,我习惯性的觉着自己很白,猛滴想起自己已是“非洲人”,忽然觉得现实总是太残忍......	disgust
178	😭法国完了[泪]最主要是德国赢了	sadness
179	被人嘲笑的梦想,又有实现的价值	like
180	——孙燕姿	fear
181	少流汗,多总结,因为要死了!	anger
182	没有最奇葩只有更奇葩。	anger
183	是否我努力过了,奇迹就会出现?	surprise
184	久不久就这样发疯似的跟自己过不去,多几遍,不说自己受不了,就是别人都会腻的,能劝慰的话都说尽了,再说就只有烦了。也没什么大不了的,还能呼吸,地球也照样在转。所以,就像他不会因为你发生什么而闷闷不乐你也不要为了他而弄得行尸走肉了,就当早生百年,彼此不曾认识好了。	sadness
185	离我之前定的目标只剩一天了,虽然达成了基本目标,但离完美甚至中级还是很远,所以只能买《怪物》的中文正版了。至于在日拍看到的日文初版+一本外传+《没有名字的怪物》,虽然很想要,非常想要,但只能作为我完美完成下一个目标的奖励。这算是处女情结么?第一次果然是让人垂涎欲滴啊~fight!	happiness
186	清明祭祖,当我双手合十心中娓娓道出祈求时,我就想起那个笑话:“为什么求婚是单膝下跪呢?因为双膝下跪那是上坟!!!”于是心中默念词断篇了,再也无法完整道出。。。无法。。。[汗]	disgust
187	靠,今天一打早差点就撞车了,幸好没事。。。招兼职qq1573186482	disgust
188	今日上班一个人,闷啊!等阵逃跑,归家去!	disgust
189	干你娘啦!是怎样?[怒][怒][怒]	anger
190	思念与牵挂伴随着每分每秒...	sadness
191	每次上微博总有一堆新浪新闻的私信......虽然有点烦但要把它屏蔽了就再也没人给我私信了[bm路过]	disgust
192	【感悟】绝大多数人,在绝大多数时候,都只能靠自己。没什么背景,没遇到什么贵人,也没读什么好学校,这些都不碍事。关键是,你决心要走哪条路,想成为什么样的人,准备怎样对自己的懒惰下手。向前走,相信梦想并坚持。只有这样,你才有机会自我证明,找到你想要的尊严。	like
193	曾经有个女孩子要与我共赴黄泉--“你再不还我钱,我就和你同归于尽!”曾经有个女孩子与我相约到下辈子--“想追求我?下辈子吧!”曾经有个女孩子肯为我而死--“跟你在一起,我宁愿死!”曾经这样的人,你遇见了吗!?	happiness
194	买了各种中式点心和汤给我,结果还是要我给你做面条汤......	like
195	有你真好,现在真的很幸福!	happiness
196	如此伤我心,还有什么值得留恋!	sadness
197	俺长的很丑。对不起大家[偷笑]	sadness
198	啊树洞,我是一个头发很少的女生,好多同学都拿我的头发开玩笑,心里好难过,有什么方法可以让头发变多才不会被笑话呢	sadness
199	请问你这是集邮吗	anger
200	我在楼上想你时,你突然出现在楼下,然后鞋带开了,感谢那鞋带,让你在我的眼眸中,多停留了几十秒,这样真好就让这金色的阳光,灿烂的花海,共同见证我们幸福的以后!	happiness
201	对不起父母,对不起自己,对不起某人。	sadness
202	给她设的组群为她0/1每天晚上聊天结束他们总争执谁最后下,只是每次都是她认输先下,因为他说只有看着她的头像变成灰色,他才肯睡,每天晚上,她都偷笑,这笨蛋不知道我是超级qq呢。	happiness
203	刚刚睡觉,做了个超级幸福的美梦,笑醒了竟然[哈哈][哈哈][哈哈]	happiness
204	我翻开历史一查,这历史没有年代,歪歪斜斜每页上都写着“混吃等死”几个字。我横竖睡不着,仔细看了半夜,才从字缝里看出来,满本都写着“再不写论文,狗日的你就毕不了业了”	sadness
205	被告白,,,,可是,,,我还不想要呢	surprise
206	[1/2]题记:某同学在我的语文教本上抄了一首小诗,应同学要求,续了几句,因有此作。幸福——是花花绿绿的巧克力糖让您觉得甜蜜幸福——是洁白无瑕的栀子花让您陶醉(老师请接着写)幸福——是孩子们企盼的目光幸福——是孩子们喜悦的笑脸共孩子们学习伴孩子们成长一生与知识欢乐相伴是我	happiness
207	居然在帮我妈答题,政治果真无敌[黑线]	anger
208	刚才同事给男朋友打电话说:今天愚人节,咱们晚上去吃鱼吧!	surprise
209	数天前,汉滨区五里镇西桥村15岁的少年尹某与2名朋友外出游玩,失去联系。6月1日,有村民在该村附近月河发现有尸体,经警方确认正是尹某,初步判定为溺水身亡。有村民认为,溺亡为采砂者挖深坑所致。(华商报)	sadness
210	倒死霉了!我真不想讲我最近过的负能量爆棚!怎么都倒霉!是想让我得抑郁症吗!受不了了!爱怎怎去,生活都坏到这样了还能怎样!睡觉!	anger
211	为什么结婚要告诉别人,要请客,仪式感搞的那么强,能怎样,分享吗,不想分享怎么办?怕别人不知道吗,慢慢不就知道了?整的好像祝福的人越多就越幸福一样,婚后还要把两个家庭绑一起,人越多矛盾越多不知道吗,独立的个体多好,大家偶尔见一见,感情更简单。说什么托付,托付了就不离婚了?	happiness
212	6,秘密之所以是秘密,不再是因为自己想要它是秘密,而是别人认为它是一个秘密。	happiness
213	谁想听[蜡烛]	happiness
214	闲着没事,我给自己打了个电话,说是正在通话中,她好像很忙,总是在通话中。哈、哈、哈	disgust
215	这次数学考试101分~	happiness
216	今天在超市收银台那里看到一个粉可爱的小盒子,拿起来觉得又好轻应该贵不了,就想买回家玩,结果一看价格表发现贵抽了,接着眼睛往下一扫发现三个字——安全套......	surprise
217	就是一觉醒来发现还可以继续赖床.........	happiness
218	呵呵,我很郁闷的,烦人啊,一天到晚都这么累	sadness
219	接收着一些不开心的讯息,依然忙碌的工作日,倒数回家的日子。我其实,时常做白日梦,幻想各种好运突然降临,我也终于能无后顾之忧的在父母身旁伺奉行孝,任性,撒娇,讲笑话,逗他们开心,而不是一直在远方无意义的赚着不足以改变生活的钱......你看,我又在做梦了。	sadness
220	车一直向前开着,去哪里都无所谓。。。	surprise
221	我发觉我妹妹不爱吃自己煮的东西...	sadness
222	“我戒麻将好多年了”“噗.........”	anger
223	待你长发及腰,我们一起耕耘时光。我愿等待	like
224	卧槽我中午一百多二百的网速我不看动漫不刷微博我跟小组在这儿整这逗比的心理调查问卷?麻痹的老子就是不玩了连个觉都睡不了。。。大学生心理健康?健康你妹!老子困了累了就绝壁是要报复社会啊!!!!蛋疼的课程,蛋疼的作业。。。	anger
225	很多事要做但是又不知道要做什么[愤怒][愤怒]需要方向盘我想要的究竟是什么?_?[疑问][疑问]	disgust
226	好久没有登陆新浪了搞得密码都忘记了还好想起来了又可以高调的关注张玮了哦耶耶[嘻嘻]	happiness
