36	台钟滴滴答答走时声中,流言一点一点在滋生	流言传播的越来越快	1
37	台钟滴滴答答走时声中,流言一点一点在滋生	随着时间流逝,流言逐渐消失	2
38	各级党组织和工、青、妇组织应当认真学习,坚决贯彻	句子中提到的学习贯彻对象十分重要	1
39	各级党组织和工、青、妇组织应当认真学习,坚决贯彻	各级党组织没有必要认真学习,坚决贯彻	2
40	哎呀,累的很呢,就是,你在那边.	你在那里很累	0
41	哎呀,累的很呢,就是,你在那边.	你赚了不少钱	1
42	哎呀,累的很呢,就是,你在那边.	你从来没去过那里	2
43	啊,啊,那你去打麻将这些.	你打麻将	0
44	啊,啊,那你去打麻将这些.	你打麻将成瘾	1
45	因为你是要考☺附中☺呀.	你要考附中	0
46	因为你是要考☺附中☺呀.	附中是个全市中等的学校	1
47	因为改到第6遍之后,我有点跟他玩游戏,我就是要改稿,要你改,改到你走,他就是不走,26遍都不走	至少改了26遍稿子	0
48	因为改到第6遍之后,我有点跟他玩游戏,我就是要改稿,要你改,改到你走,他就是不走,26遍都不走	稿子只改了6遍	2
49	大家看的挺过瘾,才那,才行呢.	剧目很好	1
50	大家看的挺过瘾,才那,才行呢.	大家不过瘾	2
51	夫妻一离开就能买两套房也不知道怎么着,这些法律的出台本身就对岌岌可危的制度就产生了一个催化作用	这个法律催化了婚姻制度的解体	0
52	夫妻一离开就能买两套房也不知道怎么着,这些法律的出台本身就对岌岌可危的制度就产生了一个催化作用	很多夫妻已经为了多买房离婚了	1
53	她眼里的泪滴了下来,多少日的清锅冷灶,今天终于热气腾腾,活过来似的	她哭了	0
54	她眼里的泪滴了下来,多少日的清锅冷灶,今天终于热气腾腾,活过来似的	她喜极而泣	1
55	她眼里的泪滴了下来,多少日的清锅冷灶,今天终于热气腾腾,活过来似的	今天还是冷冷清清	2
56	它是理不直气不壮,只能背地里窃窃喳喳的那种	这件事不是很有道理	0
57	它是理不直气不壮,只能背地里窃窃喳喳的那种	它并不理直气壮,但是还是有一定依据的,所以会在背后说	1
58	它是理不直气不壮,只能背地里窃窃喳喳的那种	它理直气壮,所以可以当面直说	2
59	完善生育配套政策,加强妇幼保健服务	应该完善生育配套政策,加强妇幼保健服务	0
60	完善生育配套政策,加强妇幼保健服务	生育配套政策能够促进生育率提升	1
61	完善生育配套政策,加强妇幼保健服务	不应该完善生育配套政策,加强妇幼保健服务	2
62	实施更大规模的减税	即将实行减税	0
63	实施更大规模的减税	减税规模已经很大	1
64	实施更大规模的减税	即将缩小减税规模	2
65	小城镇建设要科学规划,合理布局,注意节约用地和保护生态环境,避免一哄而起	科学规划和合理布局有利于小城镇建设	0
66	小城镇建设要科学规划,合理布局,注意节约用地和保护生态环境,避免一哄而起	大城市建设也需要科学规划和合理布局	1
67	小城镇建设要科学规划,合理布局,注意节约用地和保护生态环境,避免一哄而起	城镇建设不需要节约用地和保护生态环境	2
68	就是啊,我就挺担心你们两个的啊.	我很担心	0
69	就是啊,我就挺担心你们两个的啊.	我担心我的儿子和女儿	1
70	就是在日本的华人	有华人在日本	0
71	就是在日本的华人	很多华人在日本	1
72	就是在日本的华人	华人在美国	2
73	就算他是五百块美金吧.	他需要付一些钱	0
74	就算他是五百块美金吧.	他实际需要付的金额小于五百美金	1
75	州立大学,到那读博士去了.	有人到州立大学读博士	0
76	州立大学,到那读博士去了.	州立大学很受欢迎	1
77	州立大学,到那读博士去了.	州立大学没有博士点	2
78	我们之间在建设社会主义方面有不少经验可以互相交流,互相借鉴	我们在建设社会主义过程中积累了很多经验	0
79	我们之间在建设社会主义方面有不少经验可以互相交流,互相借鉴	我们的经验非常有价值,所以我们想要和别人互相交流借鉴	1
80	我们之间在建设社会主义方面有不少经验可以互相交流,互相借鉴	我们不想和别人交流经验	2
81	所以它很大程度上你可以把它归到偏流行那一类	它偏向流行	0
82	所以它很大程度上你可以把它归到偏流行那一类	它不受老年人欢迎	1
83	所以它很大程度上你可以把它归到偏流行那一类	它和流行那一类无关	2
84	扎实推进乡村建设	乡村需要建设	0
85	扎实推进乡村建设	乡村建设有利于经济发展	1
86	改革开放以来,民族地区经济快速增长,人民生活改善,社会全面进步,为全国的发展作出了贡献	改革开放是一个完全正面的政策	1
87	改革开放以来,民族地区经济快速增长,人民生活改善,社会全面进步,为全国的发展作出了贡献	改革开放使得社会变得更加落后	2
88	是白痴,是不是,真的是	有人是个白痴	0
89	是白痴,是不是,真的是	这个白痴是个男的	1
90	是白痴,是不是,真的是	这个人并不是白痴	2
91	最后,王琦瑶说还是到她那里下面吃罢了,程先生却说那就不如去他那里,昨天杭州有人来,带给他腊肉和鸡蛋	程先生家里有吃的	0
92	最后,王琦瑶说还是到她那里下面吃罢了,程先生却说那就不如去他那里,昨天杭州有人来,带给他腊肉和鸡蛋	最后还是去了王琦瑶家	1
93	最后,王琦瑶说还是到她那里下面吃罢了,程先生却说那就不如去他那里,昨天杭州有人来,带给他腊肉和鸡蛋	王琦瑶那里没法下面吃	2
94	治理经济环境和整顿经济秩序,是今明两年我国建设和改革的重点,也是政府工作的重点	我国建设和改革的重点与政府工作的重点相同	0
95	治理经济环境和整顿经济秩序,是今明两年我国建设和改革的重点,也是政府工作的重点	我国无需整顿经济秩序	2
96	王琦瑶的脸就像水中的倒影,摇摇曳曳	王琦瑶的脸摇摇曳曳	0
97	王琦瑶的脸就像水中的倒影,摇摇曳曳	王琦瑶的脸非常美丽	1
98	王琦瑶的脸就像水中的倒影,摇摇曳曳	王琦瑶的脸一点也不像倒影	2
99	笔者近日在地铁看到曾是京城最火的《北京青年报·青年周末》已压下4期没有销完	《北京青年报·青年周末》内容质量下降了	1
100	笔者近日在地铁看到曾是京城最火的《北京青年报·青年周末》已压下4期没有销完	《北京青年报·青年周末》直到现在还是很火,期期脱销	2
101	继续实施西部大开发战略,认真总结经验,完善政策,落实各项措施,积极有序地推进	应该继续实施西部大开发战略	0
102	继续实施西部大开发战略,认真总结经验,完善政策,落实各项措施,积极有序地推进	西部大开发策略不需要任何完善	2
103	继续提高城乡居民基本医保和大病保险保障水平,居民医保人均财政补助标准增加30元,一半用于大病保险	提高城乡居民基本医保和大病保险保障水平的措施之一是增加居民医保人均财政补助标准	0
104	要继续把教育放在优先发展的战略地位	教育的发展一本万利	1
105	要继续把教育放在优先发展的战略地位	教育应该放在次要地位	2
106	走,去找乃爷爷……	去找爷爷	0
107	走,去找乃爷爷……	去找爷爷一起吃饭	1
108	走,去找乃爷爷……	不去找爷爷了	2
109	这个肯定是有数据的,我们不知道这个数据,不可能百分之百的离婚的人又百分之百的回来了,不可能	有数据支撑这个论点	0
110	这个肯定是有数据的,我们不知道这个数据,不可能百分之百的离婚的人又百分之百的回来了,不可能	人们为了买房假离婚	1
111	这个肯定是有数据的,我们不知道这个数据,不可能百分之百的离婚的人又百分之百的回来了,不可能	百分百的离婚又百分百回来是很常见的事情	2
112	这台东风加长大卡车,是自治区党委和人民政府为支持宁夏话剧团坚持送戏下乡的正确方向,拉专款购置的	宁夏话剧团坚持送戏下乡是正确的方向	0
113	这台东风加长大卡车,是自治区党委和人民政府为支持宁夏话剧团坚持送戏下乡的正确方向,拉专款购置的	人民政府没有给宁夏话剧团送大卡车	2
114	这就是她们租的地方是吗	她们租了个地方	0
115	这就是她们租的地方是吗	她们什么也没租	2
116	那个现讲讲那个小唐的事情.	小唐有些事情需要我们讲讲	0
117	那个现讲讲那个小唐的事情.	小唐不在场	1
118	那个现讲讲那个小唐的事情.	我们不讲小唐了	2
119	那现在你,你先,先第一个再说吧.	有人想让你先说	0
120	那现在你,你先,先第一个再说吧.	你别说了	2
121	1985年,唐启文主持瑞墻电站配套隧洞的施工	唐启文主持过隧洞的施工	0
122	1985年,唐启文主持瑞墻电站配套隧洞的施工	这是唐启文第一次主持施工	1
123	1985年,唐启文主持瑞墻电站配套隧洞的施工	1985年没有隧洞进行施工	2
124	22家省市国营演出公司前来看样定货,采购艺术节的文艺产品	22家公司来此采购	0
125	22家省市国营演出公司前来看样定货,采购艺术节的文艺产品	只有15家公司来这里采购艺术节的文艺产品	2
126	6年前,在公司热的浪潮中,他成立了长春长城科技集团公司,但是经营不善,难以在长春再混下去	他在六年前成立了长春长城科技集团公司	0
127	6年前,在公司热的浪潮中,他成立了长春长城科技集团公司,但是经营不善,难以在长春再混下去	他的经营模式有问题,所以公司无法在长春立足	1
128	不行就回去一趟,我也无所谓反正.	我可以回去	0
129	不行就回去一趟,我也无所谓反正.	我绝对不回去	2
130	中村区区委书记阮荣全挤进人圈,拉过话筒通报起全区计划生育最新情况	书记通报了计划生育情况	0
131	中村区区委书记阮荣全挤进人圈,拉过话筒通报起全区计划生育最新情况	书记宣布完消息,人群沉默了	1
132	中村区区委书记阮荣全挤进人圈,拉过话筒通报起全区计划生育最新情况	书记从头到尾没出现过	2
133	主持人都会快被取代,跟机器聊天也很顺畅,但是调查记者不能被取代	主持人快被机器取代了	0
134	主持人都会快被取代,跟机器聊天也很顺畅,但是调查记者不能被取代	调查记者比主持人难度大	1
135	五、厂长、经理按规定比例提出业务活动基金的支配费用	厂长、经理可以提出业务活动基金的支配费用	0
136	五、厂长、经理按规定比例提出业务活动基金的支配费用	厂长和经理是业务活动基金的唯二使用者	1
137	五、厂长、经理按规定比例提出业务活动基金的支配费用	厂长、经理可随意提出业务活动基金的支配费用,无需参照任何标准	2
138	五是推进公立医院改革试点	应该推进公立医院改革试点	0
139	五是推进公立医院改革试点	公立医院改革试点正在逐渐成熟	1
140	享受失业保险两年后仍未就业的,转到民政部门领取城镇居民最低生活费	失业两年未就业者,可以领取低保	0
141	享受失业保险两年后仍未就业的,转到民政部门领取城镇居民最低生活费	城镇居民最低生活费低于最低工资	1
142	你们俩觉得有没有假装生活的感觉	你们俩会不会觉得在假装生活?	0
143	你们俩觉得有没有假装生活的感觉	我不想知道你们俩有没有假装生活的感觉	2
144	保障妇女、儿童、老人、残疾人合法权益	妇女、儿童、老人、残疾人有一定的合法权益	0
145	保障妇女、儿童、老人、残疾人合法权益	无需保护妇女、儿童、老人、残疾人合法权益	2
146	健全国家安全体系	国家安全体系需要健全	0
147	健全国家安全体系	国家安全体系对于国防非常重要	1
148	健全国家安全体系	国家安全体系无关紧要	2
149	加快乡镇机构改革	乡镇机构改革已经开始了	0
150	加快乡镇机构改革	乡镇机构改革有利于整体发展	1
151	加快乡镇机构改革	无需加快乡镇机构改革	2
152	千里迢迢,舟车劳顿,市负责人劝他老人家好好休息	他老人家一路赶来很辛苦	0
153	千里迢迢,舟车劳顿,市负责人劝他老人家好好休息	市负责人害怕他老人家累病了	1
154	千里迢迢,舟车劳顿,市负责人劝他老人家好好休息	市负责人让他老人家继续干活,不要休息	2
155	各级政府务必高度重视精神文明建设,把这项工作提到重要的议事日程上来	精神文明建设非常重要	0
156	各级政府务必高度重视精神文明建设,把这项工作提到重要的议事日程上来	精神文明建设还未被高度重视	1
157	各级政府务必高度重视精神文明建设,把这项工作提到重要的议事日程上来	精神文明建设无需提到重要的议事日程	2
158	后来书店逐渐被日益扩大的集贸市场掩没,难以为继,不得不挪至它处	书店被迫搬迁	0
159	后来书店逐渐被日益扩大的集贸市场掩没,难以为继,不得不挪至它处	书店的经营红红火火	2
160	和吕鸿宾共事几十年的村会计杨进躬身进屋,小心翼翼推出老模范那辆50年代买的自行车	村会计杨进有求于吕鸿宾	1
161	和吕鸿宾共事几十年的村会计杨进躬身进屋,小心翼翼推出老模范那辆50年代买的自行车	村会计杨进没和吕鸿宾共事过	2
162	回顾十余年所走过的道路,我们可以明白无误地说:改革开放之路我们走对了,必须坚定不移地定下去	改革开放是正确道路	0
163	因为我们在国内的话,就是只能瞎混了.	我们在国内只能瞎混	0
164	因为我们在国内的话,就是只能瞎混了.	我们在国外就不用瞎混	1
165	因为我们在国内的话,就是只能瞎混了.	我们在国内不能瞎混	2
166	因为营业额上升了、看来,扩销的目标有可能实现	营业额上升了	0
167	国格比价格更重要	国格很重要	0
168	国格比价格更重要	国格涉及国家存亡	1
169	国格比价格更重要	国格没有价格重要	2
170	在汽车离开该县、市时,又见牌坊,上书大字欢迎您再来×××,给人以亲切之感	牌坊上写了几个大字	0
171	在汽车离开该县、市时,又见牌坊,上书大字欢迎您再来×××,给人以亲切之感	牌坊设计精美	1
172	在汽车离开该县、市时,又见牌坊,上书大字欢迎您再来×××,给人以亲切之感	汽车离开这里时,看不到牌坊	2
173	坚持和完善基本经济制度	应该坚持和完善基本经济制度	0
174	坚持和完善基本经济制度	坚持和完善基本经济制度是基本国策之一	1
175	坚持和完善基本经济制度	无需坚持和完善基本经济制度	2
176	它不是说不注册就是怎么着,一般人为什么上不去	不注册就上不去	0
177	它不是说不注册就是怎么着,一般人为什么上不去	它为了限制人数,所以只有注册才能上去	1
178	它不是说不注册就是怎么着,一般人为什么上不去	不用注册随便就能上	2
179	小林对老婆也关心了	小林有老婆	0
180	小林对老婆也关心了	小林以前没关心老婆	1
181	小林对老婆也关心了	小林还是不关心老婆	2
182	我们河南农村有大量的快手用户,我原来理解可能是二三线城市,后来我就下调了一点三四线城市	河南农村有很多快手用户	0
183	我们河南农村有大量的快手用户,我原来理解可能是二三线城市,后来我就下调了一点三四线城市	快手的受众就是农村用户	1
184	我们河南农村有大量的快手用户,我原来理解可能是二三线城市,后来我就下调了一点三四线城市	河南没有人使用快手	2
185	我们要积极拓展多边外交,在联合国和其他国际及区域组织中发挥建设性作用	我们要积极参加外交,发挥作用	0
186	我们要积极拓展多边外交,在联合国和其他国际及区域组织中发挥建设性作用	我们无需和别国外交	2
187	我可以给你们或者给不了解情况的观众,其实做一个心理实验	我要做一个心理实验	0
188	我可以给你们或者给不了解情况的观众,其实做一个心理实验	我的心理实验会让大家感到很惊奇	1
189	我可以给你们或者给不了解情况的观众,其实做一个心理实验	我不会做这样的心理实验	2
190	流言难免是虚张声势,危言耸听,鬼鬼祟祟一起来,它们闻风而动,随风而去,摸不到头,抓不到尾	流言是虚张声势,趁机传播的	0
191	流言难免是虚张声势,危言耸听,鬼鬼祟祟一起来,它们闻风而动,随风而去,摸不到头,抓不到尾	流言没什么可怕的	1
192	流言难免是虚张声势,危言耸听,鬼鬼祟祟一起来,它们闻风而动,随风而去,摸不到头,抓不到尾	流言总是光明正大出现	2
193	父亲关着门,吃晚饭也没出来	父亲没吃晚饭	0
194	父亲关着门,吃晚饭也没出来	父亲很难受	1
195	父亲关着门,吃晚饭也没出来	父亲一直开着门	2
196	牛仔裤,啊就是那个外面可以穿的那种哈.	牛仔裤可以外穿	0
197	牛仔裤,啊就是那个外面可以穿的那种哈.	牛仔裤很好看	1
198	牛仔裤,啊就是那个外面可以穿的那种哈.	牛仔裤绝对不能外穿	2
199	王琦瑶从化妆间的窗户看见了外滩,白带子似的一条	王琦瑶的化妆间有窗户	0
200	王琦瑶从化妆间的窗户看见了外滩,白带子似的一条	外滩非常美	1
201	王琦瑶从化妆间的窗户看见了外滩,白带子似的一条	王琦瑶化妆间窗户看不到外滩	2
202	王琦瑶就借故走过去,对薇薇说,她出去买东西,房门也没销,他们到家里坐坐,替她看一会儿门吧	王琦瑶其实不信任薇薇	1
203	王琦瑶就借故走过去,对薇薇说,她出去买东西,房门也没销,他们到家里坐坐,替她看一会儿门吧	王琦瑶不让薇薇帮她看门	2
204	现在好像不是这样	现在可能不是这样	0
205	现在好像不是这样	现在的情况更差	1
206	现在好像不是这样	现在就是这样	2
207	生产不能一天没有煤,人民生活不能一天没有煤	人民生活完全不需要煤炭	2
208	看着像是三十八岁半	实际比三十八岁半年轻	1
209	第一,调整和优化农业结构	应该调整和优化农业结构	0
210	第一,调整和优化农业结构	调整和优化农业结构能够促进农业转型	1
211	第一次看你开始说的那个,虽然那个文风不是我所喜爱的	我不喜爱那个的文风	0
212	第一次看你开始说的那个,虽然那个文风不是我所喜爱的	虽然我不喜欢文风,但喜欢内容	1
213	第一次看你开始说的那个,虽然那个文风不是我所喜爱的	我喜欢那个文风	2
214	继续推进地下综合管廊建设	应该继续推进地下综合管廊建设	0
215	继续推进地下综合管廊建设	地下综合管廊建设有利于城市发展	1
216	继续推进地下综合管廊建设	不需要继续推进地下综合管廊建设	2
217	维护广州安定团结局面	应该要维护广州安定团结局面	0
218	维护广州安定团结局面	广州安定团结局面受到了威胁	1
219	维护广州安定团结局面	广州从未有过安定团结局面	2
220	美国人说他没证实	美国人评论了他的行为	0
221	美国人说他没证实	其实他证实了	1
222	美国人说他没证实	美国人说他已经证实了	2
223	美国宣布已经达到了预定的目标	美国达到了目标	0
224	美国宣布已经达到了预定的目标	美国超额完成目标	1
225	美国宣布已经达到了预定的目标	美国没有达到预定目标	2
226	要认真落实廉政建设责任制,进一步加大反腐败斗争的力度,标本兼治,综合治理	反腐败斗争的力度需要继续加大	0
227	记者在人群中见到长岭机器厂驻京办事处总经理尹香金	尹香金是长岭机器厂驻京办事处总经理	0
228	记者在人群中见到长岭机器厂驻京办事处总经理尹香金	记者想要采访尹香金	1
229	记者在人群中见到长岭机器厂驻京办事处总经理尹香金	记者没看到尹香金	2
230	说笑了一阵,毛毛娘舅就问有没有扑克牌,严家师母笑道:这里可没有你的对手	师母笑了	0
231	说笑了一阵,毛毛娘舅就问有没有扑克牌,严家师母笑道:这里可没有你的对手	家里没有扑克牌	1
232	说笑了一阵,毛毛娘舅就问有没有扑克牌,严家师母笑道:这里可没有你的对手	毛毛娘舅没有提出问题	2
233	过去的安守本分中是怀了一些委屈,还有些负气的,如今却是心甘情愿	想通了,所以不再有委屈和负气	1
234	过去的安守本分中是怀了一些委屈,还有些负气的,如今却是心甘情愿	现在的还是委屈地安守本分	2
235	过圣诞的事,是由这城市里最摩登的人物担任	这个城市里的人会承办过圣诞的事情	0
236	过圣诞的事,是由这城市里最摩登的人物担任	过圣诞很重要	1
237	过圣诞的事,是由这城市里最摩登的人物担任	过圣诞的事情,由外城人来办	2
238	那个到广州转机其实一样.	可以到广州转机	0
239	那个到广州转机其实一样.	到广州和到深圳转机一样	1
240	都不知道看好几遍了,就摆这边.	已经看好几遍了	0
241	都不知道看好几遍了,就摆这边.	摆在远点的地方吧	1
242	都不知道看好几遍了,就摆这边.	还没看过,别动	2
243	雷锋精神是中华民族的传统美德和无产阶级的高尚品格在社会主义时期的继承和发展	雷锋精神是高尚的	0
244	雷锋精神是中华民族的传统美德和无产阶级的高尚品格在社会主义时期的继承和发展	我们应该积极学习雷锋精神	1
245	3天后,记者采访了武警的一位上校政委	记者询问了上校政委有关军区改革的内容	1
246	3天后,记者采访了武警的一位上校政委	记者一直没有联系到上校政委	2
247	8%高出10倍以上	高出至少十倍	0
248	8%高出10倍以上	高出二十倍	1
249	8%高出10倍以上	没有高出十倍	2
250	不管财力多么紧张,都要确保农业投入只增不减	农业收入在财力紧张的时候可以酌情减少	2
251	严师母则有些不高兴,说:打牌就要按规矩来,不许有私心的	严师母有些不高兴	0
252	严师母则有些不高兴,说:打牌就要按规矩来,不许有私心的	严师母劝他打牌要守规矩	1
253	严师母则有些不高兴,说:打牌就要按规矩来,不许有私心的	严师母没有半分不高兴	2
254	为了完善和发展企业的承包经营责任制,要抓好大中型企业的招标承包,尽量做到规范化、制度化,减少行政干预	大中型企业的招标承包是最重要的环节	1
255	为了完善和发展企业的承包经营责任制,要抓好大中型企业的招标承包,尽量做到规范化、制度化,减少行政干预	大中型企业的招标承包无需加以关注和管控	2
256	从开发上说,已投入开发的油田仍然处在旺盛的生产阶段,还有相当大的生产潜力	已开发的油田仍有生产潜力	0
257	从开发上说,已投入开发的油田仍然处在旺盛的生产阶段,还有相当大的生产潜力	已投入开发的油田已经进入衰退期	2
258	但是这种教材它是不用负责任的,代价是你自己去体会的	这种教材不用负责任	0
259	但是这种教材它是不用负责任的,代价是你自己去体会的	这种教材会带来巨大代价	1
260	但是这种教材它是不用负责任的,代价是你自己去体会的	这种教材需要负责	2
261	但是那个是给,给样品,弟弟带走了.	样品被带走了	0
262	但是那个是给,给样品,弟弟带走了.	样品只有一个	1
263	但是那个是给,给样品,弟弟带走了.	弟弟没拿样品	2
264	依法处置“僵尸企业”	应该依法处置“僵尸企业”	0
265	依法处置“僵尸企业”	“僵尸企业”已经构成严重问题	1
266	依法处置“僵尸企业”	处置“僵尸企业”无需依法	2
267	倘若认识到这一点,再去看那些旁技错节般的横马路,你就能有些心理准备	即使认识到这一点,去看那些旁技错节般的横马路,你也没办法有心理准备	2
268	公寓里毕静,梅兰芳的曲声是衬托这静的	公寓里非常安静	0
269	公寓里毕静,梅兰芳的曲声是衬托这静的	梅兰芳的曲声实在动听	1
270	公寓里毕静,梅兰芳的曲声是衬托这静的	公寓里本就喧嚣	2
271	划火点着烟,屋里就飘起了老头鼻腔的味道	屋子里飘了烟	0
272	划火点着烟,屋里就飘起了老头鼻腔的味道	屋子里的味道非常恶心	1
273	划火点着烟,屋里就飘起了老头鼻腔的味道	屋子里什么味道也没有,虽然有烟雾	2
274	刘国梁是易胖体质,肉乎乎的	刘国梁容易胖	0
275	刘国梁是易胖体质,肉乎乎的	刘国梁吃的不少	1
276	刘国梁是易胖体质,肉乎乎的	刘国梁瘦巴巴的	2
277	呃,就工艺品啊,什么.	有些工艺品之类的东西	0
278	呃,就工艺品啊,什么.	工艺品正在展出	1
279	呃,就工艺品啊,什么.	没有工艺品	2
280	哪里有灾情,哪里就有人民子弟兵	人民子弟兵会前往灾情发生的地方	0
281	哪里有灾情,哪里就有人民子弟兵	人民子弟兵总是冲在灾情发生的第一线	1
282	哪里有灾情,哪里就有人民子弟兵	人民子弟兵在灾情面前,总是躲得远远的	2
283	在有些日子里,长脚从事的工作是炒汇	长脚做过炒汇的事情	0
284	在有些日子里,长脚从事的工作是炒汇	炒汇让长脚赚了一大笔钱	1
285	在有些日子里,长脚从事的工作是炒汇	长脚从未做过炒汇	2
286	坚决查处各类安全事故,依法追究有关人员责任,维护法制和纪律的严肃性	法制和纪律的严肃性应该靠查处和追责实现	0
287	坚决查处各类安全事故,依法追究有关人员责任,维护法制和纪律的严肃性	各类安全事故层出不穷	1
288	坚决查处各类安全事故,依法追究有关人员责任,维护法制和纪律的严肃性	无需依法追究有关人员责任	2
289	她是偷了表,偷了手表	她偷了东西	0
290	她是偷了表,偷了手表	她是个惯偷了	1
291	她是偷了表,偷了手表	她没有偷表	2
292	如果真这样,你等毕业之后	你毕业之后	0
293	如果真这样,你等毕业之后	你毕业之后就工作	1
294	妈也很担心啊,就不知道怎么办好.	妈妈知道怎么做	2
295	它是用操劳作成的悠闲	只有操劳才能作成真正的悠闲	1
296	它是用操劳作成的悠闲	它不是操劳做成的悠闲	2
297	导演规定她是娇羞的,妩媚的,有憧憬又有担忧的,一古脑儿交给她这些形容词,全要做在一张脸上	她表现力很强	1
298	导演规定她是娇羞的,妩媚的,有憧憬又有担忧的,一古脑儿交给她这些形容词,全要做在一张脸上	导演不用她把所有的情绪都一起表现在脸上	2
299	就是说她还是非要这个研究生	她想要研究生	0
300	就是说她还是非要这个研究生	她有些偏执	1
301	就是说她还是非要这个研究生	她不想要研究生	2
302	年内要重点抓好五个方面	五个方面是重点	0
303	年内要重点抓好五个方面	年内的工作暂时没有重点	2
304	我立场站得非常稳	我的立场很稳	0
305	我立场站得非常稳	我对于我的立场很有信息	1
306	我见过好多回女的打男的,而且人家说武汉女生说普通话的时候特别地温顺,一说武汉话那就是“老子”这种	在武汉,有女的打男的的现象发生	0
307	我见过好多回女的打男的,而且人家说武汉女生说普通话的时候特别地温顺,一说武汉话那就是“老子”这种	武汉男生没有武汉女生彪悍	1
308	我见过好多回女的打男的,而且人家说武汉女生说普通话的时候特别地温顺,一说武汉话那就是“老子”这种	武汉女生说武汉话比说普通话温顺	2
309	或者是,有什么,他,可能他要收钱.	他可能要收钱	0
310	或者是,有什么,他,可能他要收钱.	他其实不应该收钱的	1
311	或者是,有什么,他,可能他要收钱.	他绝对不可能收钱	2
312	所以他不是说的假话,反倒证明了他说的是真话	他说的是真话	0
313	所以他不是说的假话,反倒证明了他说的是真话	他说的是假话	2
314	播出完了我成本一捞回来我就不管了,我这公司都解散了	我的公司已经解散了	0
315	播出完了我成本一捞回来我就不管了,我这公司都解散了	我已经快破产了	1
316	播出完了我成本一捞回来我就不管了,我这公司都解散了	我还想要把公司办起来	2
